label,sentence
0,"Two US servicemembers, one Department of Defense civilian and one contractor s
"
2,"it will collaborate with this year's Kanda Matsuri
"
1,"which will be held in Tokyo in the middle of May
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
2,"It is one of the three largest festivals in Japan,
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump
"
0,"Four Americans, including two troops, were among those killed in a suicide attack in the northern Syrian city of Manbij on Wednesday
"
0,"Two US servicemembers, one Department of Defense civilian and one contractor s…
"
2,"it will collaborate with this year's Kanda Matsuri
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka.
"
1,"which will be held in Tokyo in the middle of May
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump
"
2,"it will collaborate with this year's Kanda Matsuri
"
1,"which will be held in Tokyo in the middle of May.
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
2,"It is one of the three largest festivals in Japan,
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump
"
2,"it will collaborate with this year's Kanda Matsuri
"
1,"which will be held in Tokyo in the middle of May
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
2,"The foreign direct investment (FDI) rules for e-commerce companies should be applicable to domestic online players also
"
2,"to restrict them from adopting any unethical business practices,
"
2,"The restrictions imposed in FDI policy in e-commerce should also be made applicable to domestic ecommerce players to ensure a level playing field and fair competition,
"
2,"the government updated FDI rules to bar any entity related to an e-commerce platform from selling on that site
"
2,"limit how much one vendor can sell there and prohibit e-tailers from giving any preferential treatment to any supplier
"
2,"The new framework will come into force on February 1
"
2,"the platforms will have to confirm compliance with the guidelines by September 30 of every year for the preceding financial year to the Reserve Bank of India
"
0,"that Amazon and Flipkart had sought more time to comply with the policy
"
2,"had clarified on January 3 that the private labels of online platforms will not suffer on account of the updated rules.
"
2,"The traders’ body asked the government not to give into the demands of multinational e-commerce players and American industry chambers to amend rules
"
2,"the companies that do not comply with the policy should not be allowed to operate their e-commerce portals or raise funds until they have obtained a compliance certificate
"
2,"We want the government to institute a probe into the business activities of major e-commerce players over the last two-three years.
"
2,"Those found violating the policy should be strongly punished,
"
0,"Despite a government shutdown
"
2,"Hyundai and Kia are moving ahead with a recall of about 168,000 vehicles to fix a fuel pipe problem that can cause engine fires
"
0,"The problem stems from improper repairs
"
2,"during previous recalls for engine failures.
"
2,"it will collaborate with this year's Kanda Matsuri
"
2,"It is one of the three largest festivals in Japan,
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
2,"US economic activity continued to expand at least modestly in recent weeks
"
0,"but political and trade uncertainty is undercutting optimism,
"
2,"Companies also are concerned about volatility in financial
"
2,"The Bruhat Bengaluru Mahanagara Palike (BBMP) is planning to regulate pet shops and check unauthorised dog breeding.
"
0,"Among its reasons are revenue loss in the absence of licence fees on pets
"
0,"pet shops as well as cruelty to canines in an industry which is not only informal but also growing.
"
2,"asking him to set up a state animal welfare board.
"
1,"BBMP commissioner N Manjunatha Prasad has written to animal husbandry department commissioner UP Singh
"
2,"Request that the board be constituted at the earliest so that dog breeders and pet shop owners c an be regulated,
"
2,"Prasad said constitution of animal welfare board itself is a mandate by the orders of the Supreme Court
"
2,"directions issued by the Animal Welfare Board of India
"
2,"Prasad said dog breeding in itself has become a highly remunerative industry, involving thousands of breeders and pet shops.
"
0,"Due to lack of appropriate care
"
0,"pups from mass commercial breeders are often diseased,
"
0,"weak and generally unhealthy, resulting in heavy mortality.
"
0,"They are often found abandoned
"
0,"puts pressure on the city’s limited medical and hospital infrastructure
"
0,"Prasad said pet shops are opened without licencing and proper facilities
"
2,"Regulation is a must to ensure breeders and pet shop owners follow the laid-out norms to prevent any kind of cruelty to animals
"
2,"ensure transparency in the system
"
0,"In the absence of regulations
"
0,"it’s impossible for BBMP to control the growing number of breeders.
"
0,"BBMP is also losing out on revenue from pet and pet shop licence fees
"
2,"which could have otherwise been collected and used for animal welfare activities, he added
"
2,"it will collaborate with this year's Kanda Matsuri,
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump!
"
1,"which will be held in Tokyo in the middle of May
"
2,"US economic activity continued to expand at least modestly in recent weeks
"
0,"but political and trade uncertainty is undercutting optimism,
"
2,"Companies also are concerned about volatility in financial
"
0,"Four Americans, including two troops, were among those killed in a suicide attack in the northern Syrian city of Manbij on Wednesday
"
0,"Two US servicemembers, one Department of Defense civilian and one contractor s
"
2,"it will collaborate with this year's Kanda Matsuri
"
1,"which will be held in Tokyo in the middle of May
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
2,"It is one of the three largest festivals in Japan,
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
